Symbol,Price,Beta,VolAvg,MktCap,LastDiv,Range,Changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,CEO,sector,country,fullTimeEmployees,phone,address,city,state,zip,DCF_diff,DCF,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isFund,isAdr
FNOX.ST,64.66,1.308498,908631,39426113252,0.12,39.56-78.12,0.02,Fortnox AB (publ),SEK,,SE0017161243,,Stockholm Stock Exchange,STO,Software—Application,https://www.fortnox.se,"Fortnox AB (publ) operates a cloud-based platform for financial administration for small businesses, accounting firms, associations, and schools. It offers various programs and services for accounting, billing, quotation and order, stocks, salary, receipt and travel, direct debit, plant registry, supplier certificate and read, school support, time, invoice interpretation, credit information, e-invoice, invoice service, and invoice purchases. The company also provides insurance services. Fortnox AB (publ) was founded in 1993 and is headquartered in Växjö, Sweden.",Mr. Tommy  Eklund,Technology,SE,623.0,46 4 70 78 50 00,Bollgatan 3B,Växjö,,352 46,,0.0,https://financialmodelingprep.com/image-stock/FNOX.ST.png,2012-09-06,False,False,True,False,False
HM-B.ST,173.14,1.324223,2790006,282164522445,6.5,98.2-189.58,-3.66,H & M Hennes & Mauritz AB (publ),SEK,,,,Stockholm Stock Exchange,STO,Apparel Manufacturing,https://www.hmgroup.com,"H & M Hennes & Mauritz AB (publ) provides clothing, accessories, footwear, cosmetics, home textiles, and homeware for women, men, teenagers, children, and babies worldwide. It offers sportswear, shoes, bags, beauty products, and ready-to-wear; and interior products, including bed linens, dinnerware, textiles, furniture, and lighting. The company provides its products under the H&M, H&M HOME, COS, & Other Stories, Monki, Weekday, ARKET, Afound, Singular Society, Treadler, Creator Studio, and Sellpy brands. As of November 30, 2021, the company had 54 online markets and approximately 4,801 stores in 75 markets, including franchise markets. H & M Hennes & Mauritz AB (publ) was founded in 1947 and is headquartered in Stockholm, Sweden.",Ms. Helena  Helmersson,Consumer Cyclical,SE,150000.0,46 87 96 55 00,MAester Samuelsgatan 46A,Stockholm,,106 38,,0.0,https://financialmodelingprep.com/image-stock/HM-B.ST.png,2000-01-03,False,False,True,False,False
ATCO-B.ST,130.2,0.940097,1641478,701831366636,2.3,89.48-140.95,0.25,Atlas Copco AB,SEK,,,,Stockholm Stock Exchange,STO,Specialty Industrial Machinery,https://www.atlascopcogroup.com,"Atlas Copco AB, together with its subsidiaries, provides productivity solutions. The company operates through Compressor Technique, Vacuum Technique, Industrial Technique, and Power Technique segments. It offers piston compressors, oil-free tooth and scroll compressors, rotary screw compressors, oil-free blowers, oil-free centrifugal compressors, gas and process compressors, air and gas treatment equipment, and medical air solutions primarily for use in the manufacturing and process industries. The company also provides oil-sealed rotary vane, dry, and liquid ring vacuum pumps; and turbomolecular and cryogenic pumps, as well as abatement and integrated systems for the semiconductor and scientific, chemical process, food packaging, and paper handling industries. In addition, it offers pneumatic, hydraulic, and electric assembly tools, as well as control systems and associated software for safety-critical tightening; self-pierce riveting tools, dispensing equipment for adhesives and sealants, and flow drill fastening equipment; material removal tools, drills, and other pneumatic products; and machine vision solutions for customers in the automotive and general industries. Further, the company provides portable compressors, boosters, generators, lighting towers, pumps, and construction and demolition tools for civil engineering, oil and gas, construction, manufacturing, exploration drilling, and demolition industries, as well as specialty rental services. It operates in North America, South America, Europe, Africa, the Middle East, Asia, and Oceania. The company was founded in 1873 and is headquartered in Nacka, Sweden.",Mr. Mats  Rahmström,Industrials,SE,48951.0,46 87 43 80 00,Sickla Industriväg 19,Nacka,,13154,,0.0,https://financialmodelingprep.com/image-stock/ATCO-B.ST.png,1999-12-01,False,False,True,False,False
BRAV.ST,83.65,0.93785,191601,17069701981,3.25,81.9-128.0,-0.95,Bravida Holding AB (publ),SEK,,,,Stockholm Stock Exchange,STO,Engineering & Construction,https://www.bravida.se,"Bravida Holding AB (publ) provides technical services and installations for buildings and industrial facilities in Sweden, Norway, Denmark, and Finland. The company offers installation and refurbishment of technical systems in properties, facilities, and infrastructure; and operation and maintenance services, as well as undertakes minor refurbishment works. It also provides installation services for electrical, heating and plumbing, and technical solutions, as well as heating, ventilation, and air conditioning systems in buildings and facilities; and installs and services cooling and power facilities, and solar panels. In addition, it provides telecom and other low-voltage installations; fire and intruder alarm products and systems; access control systems; CCTV; and integrated security systems, as well as electric-car charging; energy optimization; and GreenHub fossil-free transport services. Further, the company offers technical management of properties and facilities services. It serves property owners, professional tenants, and industrial companies. The company was founded in 1922 and is headquartered in Stockholm, Sweden.",Mr. Mattias  Johansson,Industrials,SE,13000.0,46 86 95 20 00,MikrofonvAegen 28,Stockholm,,126 81,,0.0,https://financialmodelingprep.com/image-stock/BRAV.ST.png,2015-10-16,False,False,True,False,False
ABB.ST,420.1,0.991014,651768,780907099443,9.46,269.1-429.7,-1.1,ABB Ltd,SEK,,,,Stockholm Stock Exchange,STO,Electrical Equipment & Parts,https://www.global.abb/group/en,"ABB Ltd engages in manufacture and sale of electrification, automation, robotics, and motion products for customers in utilities, industry and transport, and infrastructure in Switzerland and internationally. Its Electrification segment provides electric vehicle charging infrastructure, renewable power solutions, modular substation packages, distribution automation products, switchboard and panelboards, switchgear, UPS solutions, circuit breakers, measuring and sensing devices, control products, wiring accessories, enclosures and cabling systems, and intelligent home and building solutions. The company's Robotics & Discrete Automation segment offers industrial robots, software, robotic solutions and systems, field services, spare parts, and digital services. This segment also offers solutions based on its programmable logic controllers, industrial PCs, servo motion, transport system, and machine vision. Its Motion segment manufactures and sells drives, motors, generators, traction converters, and mechanical power transmission products that are driving the low-carbon future for industries, cities, infrastructure, and transportation. The company's Process Automation segment provides process and discrete control technologies, advanced process control software and manufacturing execution systems, sensing, measurement and analytical instrumentation, marine propulsion systems, and large turbochargers. In addition, this segment offers remote monitoring, preventive maintenance, asset performance management, emission monitoring, and cybersecurity services. It serves aluminum, automotive, buildings and infrastructure, cement, channel partners, chemical, data centers, food and beverage, process automation, life sciences, marine and ports, metals, mining, oil and gas, ports, power generation, printing, pulp and paper, railway, smart cities, water, and wind power industries. The company was founded in 1883 and is headquartered in Zurich, Switzerland.",Mr. Bjorn Klas Otto Rosengren,Industrials,CH,105100.0,41 43 317 71 11,Affolternstrasse 44,Zurich,,8050,,0.0,https://financialmodelingprep.com/image-stock/ABB.ST.png,2001-05-08,False,False,True,False,False
NDA-SE.ST,118.98,0.870086,4321622,425107217111,9.01,91.51-134.94,-0.1,Nordea Bank Abp,SEK,,FI4000297767,,Stockholm Stock Exchange,STO,Banks—Regional,https://www.nordea.com,"Nordea Bank Abp offers banking products and services in Sweden, Finland, Norway, Denmark, and internationally. It operates through Personal Banking, Business Banking, Large Corporates and Institutions, and Asset and Wealth Management segments. The Personal Banking segment provides various financial services to household customers through internet and mobile banking, over the phone, online meetings, and branch offices. The Business Banking segment offers payments, cash management, cards, working capital management, and finance solutions to corporate and personal customers. The Large Corporates and Institutions segment provides financing, cash management and payment, investment banking, and securities services, as well as capital market products to corporate and institutional customers. The Asset and Wealth Management segment offers investment, savings, and risk management solutions to high net worth individuals and institutional investors. This segment also offers life and pensions products and services. The company was founded in 1820 and is headquartered in Helsinki, Finland.",Mr. Frank  Vang-Jensen,Financial Services,FI,28268.0,358 2007 0000,Satamaradankatu 5,Helsinki,,00020,,0.0,https://financialmodelingprep.com/image-stock/NDA-SE.ST.png,2000-01-03,False,False,True,False,False
DANSKE.CO,159.45,0.988019,1529001,136932149549,7.0,86.84-170.8,-1.4,Danske Bank A/S,DKK,,DK0010274414,,Copenhagen,CPH,Banks—Regional,https://danskebank.com,"Danske Bank A/S provides various banking products and services to corporate, institutional, and international clients. The company offers insurance and pension products, mortgage finance and real-estate brokerage services, asset management and trading services in fixed income products, foreign exchange services, and equities. It also provides advisory services to personal and private banking customers; and business advisory services, including acquisition, change of ownership, strategic development, or international expansion. In addition, the company offers financing, risk management, investment, and financial advisory services for large corporates and institutions; healthcare solutions; and online and mobile banking services. It has operations in Denmark, Finland, Sweden, Norway, the United Kingdom, and internationally. The company was founded in 1871 and is headquartered in Copenhagen, Denmark.",Mr. Carsten Rasch Egeriis,Financial Services,DK,21022.0,45 33 44 00 00,Holmens Kanal 2-12,Copenhagen,,1092,,0.0,https://financialmodelingprep.com/image-stock/DANSKE.CO.png,2000-11-08,False,False,True,False,False
DSV.CO,1349.0,1.040059,327779,287817244000,6.5,858.4-1496.5,-8.0,DSV A/S,DKK,,DK0060079531,,Copenhagen,CPH,Integrated Freight & Logistics,https://www.dsv.com,"DSV A/S offers transport and logistics services in Europe, the Middle East, Africa, North America, South America, Asia, Australia, and the Pacific. It operates through three segments: Air & Sea, Road, and Solutions. The company provides air freight, air freight compliance and carrier, and rail freight services; sea freight, and sea freight compliance and carrier services, as well as freight containers. It also offers road freight services, such as part and full loads, groupage, specialized transport, express, and online and document handling services; and workshops. In addition, the company provides logistics solutions for automotive, consumer products, healthcare, high-tech, and industrial sectors; and inventory management solutions. Further, it offers special project transport services, such as industrial projects, renewable energy, government logistics, ship charter, and air charter services; and courier and warehousing services. The company was formerly known as DSV Panalpina A/S and changed its name to DSV A/S in September 2021. DSV A/S was incorporated in 1976 and is based in Hedehusene, Denmark.",Mr. Jens Bjorn Andersen,Industrials,DK,74613.0,45 43 20 30 40,Hovedgaden 630,Hedehusene,,2640,,0.0,https://financialmodelingprep.com/image-stock/DSV.CO.png,2000-01-21,False,False,True,False,False
INDU-C.ST,298.2,0.845376,405053,129035314204,7.25,214.2-305.7,0.1,AB Industrivärden (publ),SEK,,SE0000107203,,Stockholm Stock Exchange,STO,Asset Management,https://www.industrivarden.se/en-GB,"AB Industrivärden is a publicly owned investment manager. The firm invests in the public equity markets of Nordic region. It employs fundamental analysis, with a focus on factors like long term return potential, proven business model, balance between risk and return, and attractive valuation to create its portfolio. AB Industrivärden was founded in 1944 and is based in Stockholm, Sweden.",Ms. Helena  Stjernholm,Financial Services,SE,15.0,46 86 66 64 00,Storgatan 10,Stockholm,,114 51,,0.0,https://financialmodelingprep.com/image-stock/INDU-C.ST.png,2000-01-03,False,False,True,False,False
SHB-A.ST,92.42,0.625233,5207514,179736570557,5.5,83.92-112.9,0.02,Svenska Handelsbanken AB (publ),SEK,,SE0007100599,,Stockholm Stock Exchange,STO,Banks—Diversified,https://www.handelsbanken.se,"Svenska Handelsbanken AB (publ) provides various banking products and services for private and corporate customers primarily in Sweden, the United Kingdom, Norway, the Netherlands, the United States, Luxembourg, China, Germany, France, and Poland. The company offers savings, transactions, business, currency, and investment accounts, as well as accounts for cash pool, and forestry and agriculture; mortgage and committed loans, and private loans; mutual funds; pension products; credit and debit cards; and payment and reconciliation services. It also provides financing for investments, such as equipment, cars, computers, and other inventories, as well as vehicle and real estate financing services; green loans and advisor services; investment and other financing services; medical care, group and health, and travel insurance products; forestry and farming banking products; and online and mobile banking services. In addition, the company offers transaction, trade finance, cash management, risk management, and foreign exchange services, as well as various banking services for children and young people. It operates approximately 214 branches in Sweden, 196 in the Great Britain, 41 in Norway, 42 in Denmark, 27 in Finland, and 28 in the Netherlands. Svenska Handelsbanken AB (publ) was incorporated in 1871 and is headquartered in Stockholm, Sweden.",Mr. Carl  Cederschiold,Financial Services,SE,10172.0,46 87 01 10 00,Kungsträdgårdsgatan 2,Stockholm,,106 70,,0.0,https://financialmodelingprep.com/image-stock/SHB-A.ST.png,2000-01-03,False,False,True,False,False
NETI-B.ST,4.468,0.281542,926551,1582190288,0.0,4.07-7.39,-0.048,Net Insight AB (publ),SEK,,,,Stockholm Stock Exchange,STO,Communication Equipment,https://www.netinsight.net,"Net Insight AB (publ) offers media network solutions worldwide. It offers professional media transport solutions, including remote production, customer provisioned networks, live contribution, internet media transport, ATSC 3.0 transport, cloud ingest, and affiliate interconnect and distribution under the Nimbra name, as well as live IP media function virtualization solutions under the Aperi name. The company also provides support, training, and professional services. It sells its products and services through its sales force and network partner. The company serves broadcasters, enterprises, service providers, content owners, and production companies. Net Insight AB (publ) was founded in 1997 and is headquartered in Solna, Sweden.",Mr. Crister  Fritzson,Technology,SE,131.0,46 86 85 04 00,P.O. Box 1200,Solna,,171 23,,0.0,https://financialmodelingprep.com/image-stock/NETI-B.ST.png,2000-01-03,False,False,True,False,False
ENGCON-B.ST,77.45,0.0,82499,11755980135,0.84,57.05-106.9,-0.25,engcon AB (publ),SEK,,,,Stockholm Stock Exchange,STO,Farm & Heavy Construction Machinery,https://www.engcongroup.com,"engcon AB (publ) manufactures and sells tiltrotators. It offers quick couplers; EC-oil, which reduces the oil spillage and the time for changing equipment; control and safety systems comprise Q-Safe control locking system that standardizes the use of quick couplers; MIG2 joystick, which enables end-users to customize the joystick's functions; control system DC2, which is used to control the tiltrotators and the excavator's ground movements and boom swing; locking systems; positioning systems; and warning light and sound modules. The company also offers hydraulic tools, such as pallet forks, timber and combi grabs, ground compactors, sweeper rollers, Stone and sorting grabs, and detachable grippers and sweepers; and mechanical tools, including grading beams, tarmac cutters, deep-digging buckets, pallet forks, cable and grading buckets, rippers, water/sewerage buckets, and riddle buckets. It operates in Sweden, Denmark, Norway, Finland, North and South America, Japan, South Korea, Australia, New Zealand, and internationally. The company's products have applications in pipelines, road works, water and sewerage work, railway constructions, electrical works, and telecom and broadband works, as well as work on construction sites and landscaping. engcon AB (publ) was founded in 1990 and is headquartered in Strömsund, Sweden.",Krister  Blomgren,Industrials,SE,400.0,46 67 01 78 00,Godsgatan 6,Strömsund,,833 36,,0.0,https://financialmodelingprep.com/image-stock/ENGCON-B.ST.png,2022-06-17,False,False,True,False,False
BALD-B.ST,48.99,1.068139,2858714,56534459412,5.027778,35.47-70.39,-0.15,Fastighets AB Balder (publ),SEK,,SE0017832488,,Stockholm Stock Exchange,STO,Real Estate—Diversified,https://www.balder.se,"Fastighets AB Balder (publ) develops, owns, and manages residential and commercial properties in Sweden, Denmark, Finland, Norway, Germany, and the United Kingdom. The company's property portfolio comprises apartments, offices, rooms or working spaces, retail spaces, restaurants or cafés, industrial spaces, warehouses, and storage spaces, as well as garages and parking spaces. As of December 31, 2021, it owned 1,678 investment properties with a lettable area of 5,509 thousand square meters. The company was incorporated in 1995 and is headquartered in Gothenburg, Sweden.",Mr. Erik  Selin B.Sc. (Econ.),Real Estate,SE,1161.0,46 31 10 95 70,Parkgatan 49,Gothenburg,,400 15,,0.0,https://financialmodelingprep.com/image-stock/BALD-B.ST.png,2000-01-03,False,False,True,False,False
OMASP.HE,22.1,0.761188,15546,733143190,0.4,16.88-22.2,0.25,Oma Säästöpankki Oyj,EUR,,FI4000306733,,Helsinki,HEL,Banks—Regional,https://www.omasp.fi,"Oma Säästöpankki Oyj, a savings bank, provides banking services to private customers, small and medium-sized enterprises, and agriculture and forestry entrepreneurs in Finland. The company offers accounts; cards mortgage, car, renovation, student, business, and other loans, as well as guarantee facilities; savings and investment products; and asset management, payment, insurance, brokerage, and legal and other advisory services, as well as mobile and online banking services. It operates 32 branches. The company was founded in 2009 and is headquartered in Lappeenranta, Finland.","Mr. Pasi  Sydänlammi M.B.A., M.Sc.",Financial Services,FI,371.0,358 2076 40600,Valtakatu 32,Lappeenranta,,53100,,0.0,https://financialmodelingprep.com/image-stock/OMASP.HE.png,2018-11-30,False,False,True,False,False
ALIG.ST,76.5,1.391988,93243,8172495000,1.82,59.0-102.0,-0.1,Alimak Group AB (publ),SEK,,SE0007158910,,Stockholm Stock Exchange,STO,Specialty Industrial Machinery,https://www.alimakgroup.com,"Alimak Group AB (publ) provides vertical access solutions in Europe, Asia, Australia, South and North America, and internationally. The company operates through four segments: BMU, Construction, Industrial, and Wind. The company develops, manufactures, sells, services, and rents construction hoists and platforms for temporary use in construction and renovation projects; sells used construction products; and provides assembly, disassembly, maintenance, operating assistance, transportation, and insurance services. It also offers installed rack-and-pinion and traction elevators used in ports, power, cement, marine, and oil and gas segments for maintenance and accessibility; service solutions, such as package, preventive maintenance and repair, inspection, refurbishment, and customer training services, as well as genuine replacement parts; and permanently installed equipment and systems that enable regular access to the building maintenance units. In addition, the company provides vertical access solutions and safety products; and service lifts, vertical ladders, and fall protection systems. It offers its products and services under the Alimak, CoxGomyl, Manntech, Avanti, and Alimak Service brand names. Alimak Group AB (publ) was founded in 1948 and is headquartered in Stockholm, Sweden.",Mr. Ole Kristian Jodahl,Industrials,SE,3100.0,46 84 02 14 40,Blekholmstorget 30,Stockholm,,111 64,,0.0,https://financialmodelingprep.com/image-stock/ALIG.ST.png,2015-06-17,False,False,True,False,False
ALLEI.ST,46.28,0.0,602435,11591613130,1.4,33.7-58.42,0.59,Alleima AB (publ),SEK,,,,Stockholm Stock Exchange,STO,Steel,https://www.alleima.com,"Alleima AB (publ) develops, manufactures, and supplies value-added products in stainless steels and special alloys, and products for industrial heating worldwide. It offers tubular products, bars and billets, heating material and technology products, strip steels, medical wires, and coated strip steels. The company provides products to various customer segments, which include seamless stainless tubes, industrial heating elements, wire for medical devices, and precision strip steels. It also offers electrical heating solutions, resistance materials, and medical wire. The company was founded in 1862 and is headquartered in Sandviken, Sweden.",Mr. Goran  Bjorkman,Basic Materials,SE,5886.0,46 2 64 26 00 00,Storgatan 2,Sandviken,,811 34,,0.0,https://financialmodelingprep.com/image-stock/ALLEI.ST.jpg,2022-08-31,False,False,True,False,False
VOLV-B.ST,230.45,1.130662,3163975,471678158483,7.0,154.24-233.85,-1.6,AB Volvo (publ),SEK,,,,Stockholm Stock Exchange,STO,Farm & Heavy Construction Machinery,https://www.volvogroup.com,"AB Volvo (publ), together with its subsidiaries, manufactures and sells trucks, buses, construction equipment, and marine and industrial engines in Europe, North America, South America, Asia, Africa, and Oceania. The company offers trucks for long-haulage, construction, mining, and distribution purposes under the Volvo, UD Trucks, Renault Trucks, Mack, Eicher, Arquus, cellcentric, and Dongfeng Trucks brands; and city and intercity buses, coaches, and bus chassis, as well as associated transport systems under the Prevost and Nova Bus brands. It also provides construction equipment, including excavators, articulated and rigid haulers, wheel loaders, road construction machines, pavers, and compactors under the brand names of Volvo, and SDLG Trucks. In addition, the company offers engines and power solutions for leisure and commercial vessels, as well as for power generation, industrial, and off-road applications under the Volvo Penta brand name. Further, it provides financing, insurance, rental, spare parts, repair, preventive maintenance, service agreement, and assistance services. The company offers its products and services through a network of dealerships and workshops. It has a strategic alliance with Isuzu Motors within commercial vehicles; a partnership with Samsung SDI Co to develop battery packs for its trucks; and an agreement with NVIDIA and Aurora to develop autonomous trucks. AB Volvo (publ) was incorporated in 1915 and is headquartered in Gothenburg, Sweden.",Mr. Martin  Lundstedt M.Sc.,Industrials,SE,86990.0,46 31 66 00 00,GropegArdsgatan 2,Gothenburg,,417 15,,0.0,https://financialmodelingprep.com/image-stock/VOLV-B.ST.png,2000-01-03,False,False,True,False,False
TOBII.ST,19.11,1.459378,243033,2185247725,0.0,15.55-27.8,-0.24,Tobii AB (publ),SEK,,SE0002591420,,Stockholm Stock Exchange,STO,Computer Hardware,https://www.tobii.com,"Tobii AB (publ) develops and sells eye-tracking technology and solutions in Sweden, rest of Europe, the United States, Canada, Asia/Oceania, and internationally. It operates in two segments, Products & Solutions, and Integrations. The Products & solutions segments provides a suite of eye tracking hardware, which includes the Tobii Pro Glasses 3; research-grade and screen-based eye trackers, such as Pro Spectrum and Pro Fusion; and the Tobii Eye Tracker 5, a gaming eye tracker. This segment also includes software Tobii Pro Lab, Sticky, and the consultancy service Tobii Pro Insight. The Integration segment offers algorithms, software, hardware components, system reference designs, and IP-licenses to provide tailored solutions to address industry-specific problems. It serves the scientific studies and research, healthcare, assistive devices, education and training, gaming, extended reality, automotive, and other sectors. The company offers its products through resellers, agents, and distributors. Tobii AB (publ) was founded in 2001 and is headquartered in Danderyd, Sweden.",Mr. Anand  Srivatsa,Technology,SE,533.0,46 86 63 69 90,Karlsrovägen 2D,Danderyd,,182 53,,0.0,https://financialmodelingprep.com/image-stock/TOBII.ST.png,2015-04-24,False,False,True,False,False
SEB-A.ST,126.95,0.834518,3254242,262769990406,6.75,101.15-133.5,-0.6,Skandinaviska Enskilda Banken AB (publ),SEK,,SE0000148884,,Stockholm Stock Exchange,STO,Banks—Regional,https://sebgroup.com,"Skandinaviska Enskilda Banken AB (publ) provides corporate, retail, investment, and private banking services. It operates through Large Corporates & Financial Institutions, Corporate & Private Customers, Baltic, Life, and Investment Management divisions. The company offers research and strategy services; analysis, advisory, execution, and trading services in the foreign exchange, fixed income, equities, and commodities markets; transaction services, including cash management, trade and supply chain finance, and business services; and investor services. It also provides investment banking services, such as corporate finance advisory services related to acquisitions, divestments, and mergers; equity capital market services related to initial public offerings, rights issues, and placings; debt transaction services comprising bonds, corporate acquisition financing, and general corporate refinancing services; leveraged and structured finance services, as well as real estate and shipping finance services. In addition, the company offers venture capital for entrepreneurs and innovators; asset management products that include equities, fixed income securities, hedge funds, commodities, and private equity solutions; and pensions, life insurance, health care insurance, and disability insurance. It serves large corporations and financial institutions, private customers, and small and medium-sized corporates. The company offers its services through 156 branch offices. It operates in Sweden, Norway, Denmark, Finland, Estonia, Latvia, Lithuania, Germany, the United Kingdom, the United States, Ireland, Luxembourg, China, Singapore, Russia, Poland, Hong Kong, Ukraine, and internationally. The company was founded in 1856 and is headquartered in Stockholm, Sweden.",Mr. Johan  Torgeby,Financial Services,SE,16500.0,46 7 71 62 10 00,Kungsträdgårdsgatan 8,Stockholm,,106 40,,0.0,https://financialmodelingprep.com/image-stock/SEB-A.ST.png,2000-01-03,False,False,True,False,False
MAV.ST,0.0101,0.855859,9880448,17114854,0.0,0.009-0.0594,0.0001,Mavshack AB (publ),SEK,,SE0005992419,,Stockholm Stock Exchange,STO,Entertainment,https://www.mavshack.se,"Mavshack AB (publ), together with its subsidiaries, engages in the digital entertainment business in Sweden and internationally. The company offers encryption and transcoding services to customize streaming solutions; subscription-based streaming video on demand services for Asian entertainment content, including live-sport, movies, TV-shows, and audiobooks; and personal IT-consultancy advisory services, including applications, Websites, business systems, and digital infrastructure. It is also involved in the animation and, audio- and video production; and post-production, sound production, live event, augmented reality, and content distribution businesses. The company was formerly known as 24h Technologies AB and changed its name to Mavshack AB (publ) in April 2013. Mavshack AB (publ) was founded in 2007 and is headquartered in Stockholm, Sweden.",Mr. Anand  Jhingan,Communication Services,SE,45.0,46 8 12 45 17 90,KarlavAegen 58,Stockholm,,114 49,,0.0,https://financialmodelingprep.com/image-stock/MAV.ST.png,2013-04-29,False,False,True,False,False
LUND-B.ST,463.3,0.668663,153031,114898397220,4.0,392.8-510.8,-0.5,L E Lundbergföretagen AB (publ),SEK,,SE0000108847,,Stockholm Stock Exchange,STO,Asset Management,https://www.lundbergforetagen.se,"L E Lundbergföretagen AB (publ) manufactures and sells paperboard, paper, and sawn wood products in Sweden and internationally. It operates through Lundberg's Real Estate Operations, Lundberg's Asset Management, Hufvudstaden, and Holmen segments. The company is also involved in the forest and power operations; and equity management, including securities trading. In addition, it owns and manages commercial office, and retail properties. L E Lundbergföretagen AB (publ) was founded in 1944 and is headquartered in Stockholm, Sweden.","Dr. Fredrik  Lundberg B.Sc. (Econ.), D.Econ, D.Tech., Ho, MBA, MSc. Eng.",Financial Services,SE,4090.0,46 84 63 06 00,Hovslagargatan 5B,Stockholm,,104 40,,0.0,https://financialmodelingprep.com/image-stock/LUND-B.ST.png,2000-01-03,False,False,True,False,False
SCA-B.ST,140.3,0.525645,1492799,98573514634,2.5,127.25-163.3,0.5,Svenska Cellulosa Aktiebolaget SCA (publ),SEK,,SE0000112724,,Stockholm Stock Exchange,STO,Lumber & Wood Production,https://www.sca.com,"Svenska Cellulosa Aktiebolaget SCA (publ), a forest products company, develops, produces, and sells forest, wood, pulp, and containerboard products. The company offers various wood products, industrial components, standard wood products, and raw materials, as well as logistic, warehouse, and IT solutions for the wood industry. It also provides pulp products under the Pure, Star, and Cirrus names; and Kraftliner products for consumer durables, electronics, hazardous goods, industrial products, fruit and vegetables, frozen foods, etc. In addition, the company offers forwarding services for various transport modes, such as truck, rail, and barge, as well as marine and road and rail transport; terminal services; and liquid and solid biofuels, pellets, stall pellets, and wind energy. Further, it engages in the processing and distribution of wood products; production of Kraft and chemical thermomechanical pulps, and containerboards; and generation of energy from wind power projects, biomass, and by-products. The company has operation in Sweden, the United States, the United Kingdom, Germany, rest of Europe, Asia, and internationally. Svenska Cellulosa Aktiebolaget SCA (publ) was founded in 1929 and is headquartered in Sundsvall, Sweden.","Mr. Ulf  Larsson B.Sc., BSc Forestry",Basic Materials,SE,3300.0,46 60 19 30 00,Skepparplatsen 1,Sundsvall,,851 88,,0.0,https://financialmodelingprep.com/image-stock/SCA-B.ST.png,2000-01-03,False,False,True,False,False
SPEQT.ST,16.48,1.008429,146394,399033536,6.83,9.35-30.75,0.06,Speqta AB (publ),SEK,,SE0017937279,,Stockholm Stock Exchange,STO,Internet Content & Information,https://speqta.com,"Speqta AB (publ) develops and operates performance-based lead generating platform. The company operates in two segments: Speqta AdTech and Speqta Content & Comparison. It offers Bidbrain, an AI-based SaaS service for e-retailers; Shopello, an e-commerce platform that promotes various online stores products; Vinklubben Food and Beverage that includes sites, such as myTaste, Matklubben, and Vinklubben; and Rahalaitos, a comparison service broker for private and corporate loans. The company also provides shopping-related comparison services, such as OutletSverige and Kampanjjakt.se; and discount codes, games, credit cards, credits, and electricity contracts comparison services under the Expressen, Nettavisen, Aller media/Dagbladet, and Sanoma/Ilta-Sanomat names. In addition, it operates Lanakuten.com and Låne-penger.com for private loan comparison services. The company was founded in 2003 and is based in Stockholm, Sweden.",Ms. Malin  Blomberg,Communication Services,SE,26.0,,Kungsgatan 64,Stockholm,,111 22,,0.0,https://financialmodelingprep.com/image-stock/SPEQT.ST.png,2011-12-30,False,False,True,False,False
INVE-A.ST,214.1,0.78435,613655,659674164258,4.4,165.35-227.0,0.4,Investor AB (publ),SEK,,SE0000107401,,Stockholm Stock Exchange,STO,Asset Management,https://www.investorab.com,"Investor AB (publ) is a venture capital firm specializing in mature, middle market, buyouts and growth capital investments. It is operating through four business areas including core, private equity, operating, and financial investments. For core investments, the firm invests in health care, financial services, IT and fintech sectors and considers investments in listed companies in leading minority positions. The firm seeks to invest globally and acquire a board seat. For its operating investments, the firm seeks to focus on medium-sized to large companies headquartered in Northern Europe. It acquires controlling interest or minority position with significant influence in its portfolio companies within operating investments. The firm considers majority or minority investments in both listed and unlisted companies. Within private equity, the firm makes venture capital and buyout investments. For venture capital, it seeks investments through its subsidiary, Investor Growth Capital, which is focused on investments in the information technology, technology, engineering, financial services, and healthcare sectors in Europe, the United States, and Asia. It seeks to invest in companies ranging from startups to companies that are about to enter an expansion stage and its investment commitment range between SEK 20 million ($2.94 million) and SEK 200 million ($29.43 million). In its venture capital investments, it acquires minority stakes in its portfolio companies and the ownership horizon varies from three to seven years. For buyouts, the firm makes fund investments through its subsidiary, EQT that makes buyout investments in medium-sized mature companies in Northern Europe and Greater China. The firm seeks to exit its private equity investments between three years and seven years. The firm seeks to take board membership in its portfolio companies. For financial investments, it acquires minority ownership in financial holdings for shorter horizon. Investor AB (publ) was founded in 1916 and is based in Stockholm, Sweden with additional offices in Amsterdam, Netherlands; Beijing, China; Menlo Park, California; Hong Kong, China; New York, New York; and Tokyo, Japan.",Mr. Johan  Forssell M.Sc.,Financial Services,SE,18224.0,46 8 61 42 000,Arsenalsgatan 8C,Stockholm,,103 32,,0.0,https://financialmodelingprep.com/image-stock/INVE-A.ST.png,2000-01-03,False,False,True,False,False
